Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
IES Indalecio Pérez Tizón · Tui,FP grao superior,Pontevedra,Tui,IES Indalecio Pérez Tizón,"IES Indalecio Pérez Tizón, Tui, Pontevedra, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Márketing e publicidade (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Valga · Valga,FP grao superior,Pontevedra,Valga,IES Plurilingüe de Valga,"IES Plurilingüe de Valga, Valga, Pontevedra, Galicia, España",,,Instalación e mantemento,Oferta ordinaria,1,Dixitalización do mantemento industrial (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Audiovisual de Vigo · Vigo,FP grao superior,Pontevedra,Vigo,CIFP Audiovisual de Vigo,"CIFP Audiovisual de Vigo, Vigo, Pontevedra, Galicia, España",,,Imaxe e son,Oferta modular | Oferta ordinaria,9,"Animacións 3D, xogos e contornos interactivos (Oferta ordinaria) || Audiodescrición e subtitulación (Oferta ordinaria) || Iluminación, captación e tratamento de imaxe (Oferta modular) || Iluminación, captación e tratamento de imaxe (Oferta ordinaria) || Produción de audiovisuais e espectáculos (Oferta modular) || Produción de audiovisuais e espectáculos (Oferta ordinaria) || Realización de proxectos audiovisuais e espectáculos (Oferta modular) || Realización de proxectos audiovisuais e espectáculos (Oferta ordinaria) || Son para audiovisuais e espectáculos (Oferta ordinaria)",130,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Manuel Antonio · Vigo,FP grao superior,Pontevedra,Vigo,CIFP Manuel Antonio,"CIFP Manuel Antonio, Vigo, Pontevedra, Galicia, España",,,"Hostalaría e turismo | Química | Sanidade | Seguridade e medio ambiente | Téxtil, confección e pel",Oferta ordinaria,15,"Anatomía patolóxica e citodiagnóstico (Oferta ordinaria) || Audioloxía protésica (Oferta ordinaria) || Axencias de viaxes e xestión de eventos (Oferta ordinaria) || Dirección de cociña (Oferta ordinaria) || Dirección de servizos de restauración (Oferta ordinaria) || Guía, información e asistencia turísticas (Oferta ordinaria) || Hixiene bucodental (Oferta ordinaria) || Hixiene bucodental (quenda de tarde) (Oferta ordinaria) || Laboratorio clínico e biomédico (Oferta ordinaria) || Laboratorio de análise e de control de calidade (Oferta ordinaria) || Patronaxe e moda (Oferta ordinaria) || Próteses dentais (Oferta ordinaria) || Química e saúde ambiental (Oferta ordinaria) || Química industrial (Oferta ordinaria) || Xestión de aloxamentos turísticos (Oferta ordinaria)",354,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Valentín Paz Andrade · Vigo,FP grao superior,Pontevedra,Vigo,CIFP Valentín Paz Andrade,"CIFP Valentín Paz Andrade, Vigo, Pontevedra, Galicia, España",,,"Enerxía e auga | Fabricación mecánica | Instalación e mantemento | Madeira, moble e cortiza | Transporte e mantemento de vehículos",Oferta ordinaria,12,Aeronaves pilotadas de forma remota-Drons (Oferta ordinaria) || Auditoría enerxética (Oferta ordinaria) || Automoción (Oferta ordinaria) || Construcións metálicas (Oferta ordinaria) || Deseño e amoblamento (Oferta ordinaria) || Deseño en fabricación mecánica (Oferta ordinaria) || Eficiencia enerxética e enerxía solar térmica (Oferta ordinaria) || Enerxías renovables (Oferta ordinaria) || Fabricación aditiva (Oferta ordinaria) || Inspección técnica e peritaxe de sinistros en vehículos (Oferta ordinaria) || Mantemento de instalacións térmicas e de fluídos (Oferta ordinaria) || Programación da produción en moldeamento de metais e polímeros (Oferta ordinaria),259,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Aloya · Vigo,FP grao superior,Pontevedra,Vigo,CPR Aloya,"CPR Aloya, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Comercio e márketing | Sanidade | Servizos socioculturais e á comunidade,Oferta ordinaria,8,Administración e finanzas (Oferta ordinaria) || Anatomía patolóxica e citodiagnóstico (Oferta ordinaria) || Asistencia á dirección (Oferta ordinaria) || Educación infantil (Oferta ordinaria) || Integración social (Oferta ordinaria) || Laboratorio clínico e biomédico (Oferta ordinaria) || Márketing e publicidade (Oferta ordinaria) || Transporte e loxística (Oferta ordinaria),230,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR CEBEM · Vigo,FP grao superior,Pontevedra,Vigo,CPR CEBEM,"CPR CEBEM, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,3,Administración e finanzas (Oferta ordinaria) || Asistencia á dirección (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),90,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Colegio Hogar Afundación · Vigo,FP grao superior,Pontevedra,Vigo,CPR Colegio Hogar Afundación,"CPR Colegio Hogar Afundación, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica,Oferta ordinaria,3,Automatización e robótica industrial (Oferta ordinaria) || Mantemento electrónico (Oferta ordinaria) || Programación da produción en fabricación mecánica (Oferta ordinaria),80,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Daniel Castelao · Vigo,FP grao superior,Pontevedra,Vigo,CPR Daniel Castelao,"CPR Daniel Castelao, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,3,Administración de sistemas informáticos en rede (quenda de tarde) (Oferta ordinaria) || Administración e finanzas (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),90,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR FP Montecastelo · Vigo,FP grao superior,Pontevedra,Vigo,CPR FP Montecastelo,"CPR FP Montecastelo, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,2,Administración de sistemas informáticos en rede (Oferta ordinaria) || Automatización e robótica industrial (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Fillas de María Inmaculada · Vigo,FP grao superior,Pontevedra,Vigo,CPR Fillas de María Inmaculada,"CPR Fillas de María Inmaculada, Vigo, Pontevedra, Galicia, España",,,Sanidade | Servizos socioculturais e á comunidade,Oferta ordinaria,2,Hixiene bucodental (Oferta ordinaria) || Mediación comunicativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Marcote · Vigo,FP grao superior,Pontevedra,Vigo,CPR Marcote,"CPR Marcote, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Automatización e robótica industrial (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe San José de la Guía · Vigo,FP grao superior,Pontevedra,Vigo,CPR Plurilingüe San José de la Guía,"CPR Plurilingüe San José de la Guía, Vigo, Pontevedra, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta ordinaria,2,Educación infantil (Oferta ordinaria) || Integración social (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Vivas · Vigo,FP grao superior,Pontevedra,Vigo,CPR Vivas,"CPR Vivas, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Guía · Vigo,FP grao superior,Pontevedra,Vigo,IES A Guía,"IES A Guía, Vigo, Pontevedra, Galicia, España",,,Actividades físicas e deportivas | Comercio e márketing,Oferta ordinaria,5,Acondicionamento físico (Oferta ordinaria) || Comercio internacional (Oferta ordinaria) || Márketing e publicidade (quenda de tarde) (Oferta ordinaria) || Transporte e loxística (Oferta ordinaria) || Xestión de vendas e espazos comerciais (Oferta ordinaria),180,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Politécnico de Vigo · Vigo,FP grao superior,Pontevedra,Vigo,IES Politécnico de Vigo,"IES Politécnico de Vigo, Vigo, Pontevedra, Galicia, España",,,Edificación e obra civil | Electricidade e electrónica | Fabricación mecánica | Instalación e mantemento | Seguridade e medio ambiente,Oferta ordinaria,8,Automatización e robótica industrial (Oferta ordinaria) || Fabricación intelixente (Oferta ordinaria) || Mecatrónica industrial (Oferta ordinaria) || Prevención en riscos profesionais (Oferta ordinaria) || Programación da produción en fabricación mecánica (Oferta ordinaria) || Proxectos de edificación (Oferta ordinaria) || Robótica colaborativa (Oferta ordinaria) || Sistemas electrotécnicos e automatizados (Oferta ordinaria),188,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
